,A_Properties,Num,A_SQFT
32499,"6301  STEVENSON AV, UNIT 816",37720770,1411
32500,"6301  STEVENSON AV, UNIT 817",37720775,1370
32501,"6301  STEVENSON AV, UNIT 901",37720780,1371
32502,"6301  STEVENSON AV, UNIT 902",37720785,1411
32503,"6301  STEVENSON AV, UNIT 903",37720790,810
32504,"6301  STEVENSON AV, UNIT 904",37720795,840
32505,"6301  STEVENSON AV, UNIT 905",37720800,1090
32506,"6301  STEVENSON AV, UNIT 906",37720805,1110
32507,"6301  STEVENSON AV, UNIT 907",37720810,801
32508,"6301  STEVENSON AV, UNIT 908",37720815,1110
32509,"6301  STEVENSON AV, UNIT 909",37720820,811
32510,"6301  STEVENSON AV, UNIT 910",37720825,1250
32511,"6301  STEVENSON AV, UNIT 911",37720830,1071
32512,"6301  STEVENSON AV, UNIT 912",37720835,1110
32513,"6301  STEVENSON AV, UNIT 913",37720840,1091
32514,"6301  STEVENSON AV, UNIT 914",37720845,840
32515,"6301  STEVENSON AV, UNIT 915",37720850,810
32516,"6301  STEVENSON AV, UNIT 916",37720855,1411
32517,"6301  STEVENSON AV, UNIT 917",37720860,1371
32518,"6301  STEVENSON AV, UNIT 1001",37720865,1371
32519,"6301  STEVENSON AV, UNIT 1002",37720870,1412
32520,"6301  STEVENSON AV, UNIT 1003",37720875,811
32521,"6301  STEVENSON AV, UNIT 1004",37720880,841
32522,"6301  STEVENSON AV, UNIT 1005",37720885,1091
32523,"6301  STEVENSON AV, UNIT 1006",37720890,1086
32524,"6301  STEVENSON AV, UNIT 1007",37720895,801
32525,"6301  STEVENSON AV, UNIT 1008",37720900,1110
32526,"6301  STEVENSON AV, UNIT 1009",37720905,811
32527,"6301  STEVENSON AV, UNIT 1010",37720910,1251
32528,"6301  STEVENSON AV, UNIT 1011",37720915,1071
32529,"6301  STEVENSON AV, UNIT 1012",37720920,1086
32530,"6301  STEVENSON AV, UNIT 1013",37720925,1090
32531,"6301  STEVENSON AV, UNIT 1014",37720930,841
32532,"6301  STEVENSON AV, UNIT 1015",37720935,811
32533,"6301  STEVENSON AV, UNIT 1016",37720940,1411
32534,"6301  STEVENSON AV, UNIT 1017",37720945,1372
32535,"6301  STEVENSON AV, UNIT 1101",37720950,1371
32536,"6301  STEVENSON AV, UNIT 1102",37720955,1411
32537,"6301  STEVENSON AV, UNIT 1103",37720960,811
32538,"6301  STEVENSON AV, UNIT 1104",37720965,841
32539,"6301  STEVENSON AV, UNIT 1105",37720970,1090
32540,"6301  STEVENSON AV, UNIT 1106",37720975,1110
32541,"6301  STEVENSON AV, UNIT 1107",37720980,800
32542,"6301  STEVENSON AV, UNIT 1108",37720985,1111
32543,"6301  STEVENSON AV, UNIT 1109",37720990,811
32544,"6301  STEVENSON AV, UNIT 1110",37720995,1251
32545,"6301  STEVENSON AV, UNIT 1111",37721000,1071
32546,"6301  STEVENSON AV, UNIT 1112",37721005,1111
32547,"6301  STEVENSON AV, UNIT 1113",37721010,1091
32548,"6301  STEVENSON AV, UNIT 1114",37721015,840
32549,"6301  STEVENSON AV, UNIT 1115",37721020,811
32550,"6301  STEVENSON AV, UNIT 1116",37721025,1412
32551,"6301  STEVENSON AV, UNIT 1117",37721030,1372
32552,"6301  STEVENSON AV, UNIT 1201",37721035,1371
32553,"6301  STEVENSON AV, UNIT 1202",37721040,1411
32554,"6301  STEVENSON AV, UNIT 1203",37721045,811
32555,"6301  STEVENSON AV, UNIT 1204",37721050,840
32556,"6301  STEVENSON AV, UNIT 1205",37721055,1090
32557,"6301  STEVENSON AV, UNIT 1206",37721060,1112
32558,"6301  STEVENSON AV, UNIT 1207",37721065,801
32559,"6301  STEVENSON AV, UNIT 1208",37721070,1110
32560,"6301  STEVENSON AV, UNIT 1209",37721075,810
32561,"6301  STEVENSON AV, UNIT 1210",37721080,1251
32562,"6301  STEVENSON AV, UNIT 1211",37721085,1070
32563,"6301  STEVENSON AV, UNIT 1212",37721090,1111
32564,"6301  STEVENSON AV, UNIT 1213",37721095,1091
32565,"6301  STEVENSON AV, UNIT 1214",37721100,842
32566,"6301  STEVENSON AV, UNIT 1215",37721105,811
32567,"6301  STEVENSON AV, UNIT 1216",37721110,1415
32568,"6301  STEVENSON AV, UNIT 1217",37721115,1371
32569,"6301  STEVENSON AV, UNIT 1301",37721120,1371
32570,"6301  STEVENSON AV, UNIT 1302",37721125,1411
32571,"6301  STEVENSON AV, UNIT 1303",37721130,811
32572,"6301  STEVENSON AV, UNIT 1304",37721135,840
32573,"6301  STEVENSON AV, UNIT 1305",37721140,1091
32574,"6301  STEVENSON AV, UNIT 1306",37721145,1086
32575,"6301  STEVENSON AV, UNIT 1307",37721150,801
32576,"6301  STEVENSON AV, UNIT 1308",37721155,1111
32577,"6301  STEVENSON AV, UNIT 1309",37721160,811
32578,"6301  STEVENSON AV, UNIT 1310",37721165,1251
32579,"6301  STEVENSON AV, UNIT 1311",37721170,1071
32580,"6301  STEVENSON AV, UNIT 1312",37721175,1086
32581,"6301  STEVENSON AV, UNIT 1313",37721180,1092
32582,"6301  STEVENSON AV, UNIT 1314",37721185,840
32583,"6301  STEVENSON AV, UNIT 1315",37721190,811
32584,"6301  STEVENSON AV, UNIT 1316",37721195,1411
32585,"6301  STEVENSON AV, UNIT 1317",37721200,1371
32586,"6301  STEVENSON AV, UNIT 1401",37721205,1370
32587,"6301  STEVENSON AV, UNIT 1402",37721210,1411
32588,"6301  STEVENSON AV, UNIT 1403",37721215,811
32589,"6301  STEVENSON AV, UNIT 1404",37721220,840
32590,"6301  STEVENSON AV, UNIT 1405",37721225,1091
32591,"6301  STEVENSON AV, UNIT 1406",37721230,1111
32592,"6301  STEVENSON AV, UNIT 1407",37721235,800
32593,"6301  STEVENSON AV, UNIT 1408",37721240,1111
32594,"6301  STEVENSON AV, UNIT 1409",37721245,810
32595,"6301  STEVENSON AV, UNIT 1410",37721250,1251
32596,"6301  STEVENSON AV, UNIT 1411",37721255,1070
32597,"6301  STEVENSON AV, UNIT 1412",37721260,1111
32598,"6301  STEVENSON AV, UNIT 1413",37721265,1091
32599,"6301  STEVENSON AV, UNIT 1414",37721270,841
32600,"6301  STEVENSON AV, UNIT 1415",37721275,811
32601,"6301  STEVENSON AV, UNIT 1416",37721280,1412
32602,"6301  STEVENSON AV, UNIT 1417",37721285,1372
32603,"6301  STEVENSON AV, UNIT 1501",37721290,1371
32604,"6301  STEVENSON AV, UNIT 1502",37721295,1411
32605,"6301  STEVENSON AV, UNIT 1503",37721300,811
32606,"6301  STEVENSON AV, UNIT 1504",37721305,840
32607,"6301  STEVENSON AV, UNIT 1505",37721310,1091
32608,"6301  STEVENSON AV, UNIT 1506",37721315,1112
32609,"6301  STEVENSON AV, UNIT 1507",37721320,801
32610,"6301  STEVENSON AV, UNIT 1508",37721325,1111
32611,"6301  STEVENSON AV, UNIT 1509",37721330,811
32612,"6301  STEVENSON AV, UNIT 1510",37721335,1251
32613,"6301  STEVENSON AV, UNIT 1511",37721340,1071
32614,"6301  STEVENSON AV, UNIT 1512",37721345,1112
32615,"6301  STEVENSON AV, UNIT 1513",37721350,1091
32616,"6301  STEVENSON AV, UNIT 1514",37721355,841
32617,"6301  STEVENSON AV, UNIT 1515",37721360,810
32618,"6301  STEVENSON AV, UNIT 1516",37721365,1411
32619,"6301  STEVENSON AV, UNIT 1517",37721370,1372
32620,"6301A  STEVENSON AV, UNIT A",37680600,1
32621,"6323A  STEVENSON AV, UNIT A",50668000,1142
32622,"6323B  STEVENSON AV, UNIT B",50668010,1200
32623,"6323C  STEVENSON AV, UNIT C",50668020,1211
32624,"6323D  STEVENSON AV, UNIT D",50668030,1211
32625,6325  STEVENSON AV,37720000,1
32626,"6327A  STEVENSON AV, UNIT A",50668040,1142
32627,"6327B  STEVENSON AV, UNIT B",50668050,1200
32628,"6327C  STEVENSON AV, UNIT C",50668060,1211
32629,"6327D  STEVENSON AV, UNIT D",50668070,1211
32630,"6331A  STEVENSON AV, UNIT A",50668080,1142
32631,"6331B  STEVENSON AV, UNIT B",50668090,1200
32632,"6331C  STEVENSON AV, UNIT C",50668100,1211
32633,"6331D  STEVENSON AV, UNIT D",50668110,1211
32634,"6335A  STEVENSON AV, UNIT A",50668120,1142
32635,"6335B  STEVENSON AV, UNIT B",50668130,1200
32636,"6335C  STEVENSON AV, UNIT C",50668140,1211
32637,"6335D  STEVENSON AV, UNIT D",50668150,1211
32638,6336  STEVENSON AV,37840000,0
32639,6346  STEVENSON AV,50677240,2641
32640,6348  STEVENSON AV,50677230,2440
32641,6350  STEVENSON AV,50677220,2420
32642,6352  STEVENSON AV,50677210,2440
32643,6354  STEVENSON AV,50677200,2420
32644,6356  STEVENSON AV,50677190,2440
32645,6358  STEVENSON AV,50677180,2657
32646,200 N STEVENSON SQ,37808150,1290
32647,202 N STEVENSON SQ,37808250,1276
32648,204 N STEVENSON SQ,37808400,1292
32649,206 N STEVENSON SQ,37808500,1292
32650,208 N STEVENSON SQ,37808700,1292
32651,210 N STEVENSON SQ,37808900,1292
32652,212 N STEVENSON SQ,37809200,1358
32653,234 N STEVENSON SQ,37811600,1338
32654,236 N STEVENSON SQ,37811800,1276
32655,238 N STEVENSON SQ,37812000,1276
32656,240 N STEVENSON SQ,37812200,1276
32657,242 N STEVENSON SQ,37812400,1276
32658,244 N STEVENSON SQ,37812600,1276
32659,246 N STEVENSON SQ,37812800,1358
32660,248 N STEVENSON SQ,37813000,1276
32661,250 N STEVENSON SQ,37813200,1276
32662,262 N STEVENSON SQ,37815700,1338
32663,264 N STEVENSON SQ,37815450,1276
32664,266 N STEVENSON SQ,37815300,1338
32665,298 N STEVENSON SQ,37808050,0
32666,214 S STEVENSON SQ,37809400,1358
32667,216 S STEVENSON SQ,37809600,1292
32668,218 S STEVENSON SQ,37809800,1292
32669,220 S STEVENSON SQ,37810200,1358
32670,222 S STEVENSON SQ,37810400,1276
32671,224 S STEVENSON SQ,37810600,1276
32672,226 S STEVENSON SQ,37810800,1276
32673,228 S STEVENSON SQ,37811000,1276
32674,230 S STEVENSON SQ,37811200,1276
32675,232 S STEVENSON SQ,37811400,1276
32676,252 S STEVENSON SQ,37813400,1428
32677,254 S STEVENSON SQ,37813600,1358
32678,256 S STEVENSON SQ,37813800,1358
32679,258 S STEVENSON SQ,37814000,1358
32680,260 S STEVENSON SQ,37814200,1358
32681,268 S STEVENSON SQ,37815150,1358
32682,270 S STEVENSON SQ,37815000,1358
32683,272 S STEVENSON SQ,37814900,1358
32684,274 S STEVENSON SQ,37814750,1358
32685,276 S STEVENSON SQ,37814600,1358
32686,278 S STEVENSON SQ,37814400,1358
32687,104  STEWART AV,14108000,2790
32688,105  STEWART AV,13566500,1680
32689,106  STEWART AV,14107500,3108
32690,107  STEWART AV,13567000,1704
32691,108  STEWART AV,14107000,1118
32692,109  STEWART AV,13567500,1132
32693,110  STEWART AV,14106500,1431
32694,111  STEWART AV,13568000,791
32695,112  STEWART AV,14106000,1098
32696,113  STEWART AV,13568500,2727
32697,115  STEWART AV,13569000,2244
32698,116  STEWART AV,14105500,1684
32699,118  STEWART AV,14105000,2163
32700,119  STEWART AV,13569500,2490
32701,120  STEWART AV,50619160,2003
32702,1600  STONEBRIDGE RD,46344160,2562
32703,1601  STONEBRIDGE RD,46344150,3380
32704,1604  STONEBRIDGE RD,46344170,2804
32705,1605  STONEBRIDGE RD,46344140,2708
32706,1608  STONEBRIDGE RD,46344180,3164
32707,1609  STONEBRIDGE RD,46344120,2538
32708,1612  STONEBRIDGE RD,46344190,2568
32709,1616  STONEBRIDGE RD,50618750,2036
32710,1700  STONEBRIDGE RD,46344300,2804
32711,1704  STONEBRIDGE RD,46344400,2568
32712,1708  STONEBRIDGE RD,50170800,2368
32713,1709  STONEBRIDGE RD,50172400,2368
32714,1712  STONEBRIDGE RD,50170900,2920
32715,1713  STONEBRIDGE RD,50172300,2296
32716,1715  STONEBRIDGE RD,50172200,2368
32717,1716  STONEBRIDGE RD,50171000,2734
32718,1717  STONEBRIDGE RD,50172100,2058
32719,1719  STONEBRIDGE RD,50172000,2296
32720,1720  STONEBRIDGE RD,50171100,2134
32721,1721  STONEBRIDGE RD,50171900,2380
32722,1723  STONEBRIDGE RD,50171800,2296
32723,1724  STONEBRIDGE RD,50171400,2304
32724,1725  STONEBRIDGE RD,50171700,2296
32725,1727  STONEBRIDGE RD,50171600,6279
32726,1734  STONEBRIDGE RD,50171500,1936
32727,1502  STONEWALL RD,15846000,5224
32728,1505  STONEWALL RD,15867500,2608
32729,1507  STONEWALL RD,15868000,2600
32730,1509  STONEWALL RD,15868100,986
32731,1512  STONEWALL RD,15845500,3202
32732,1514  STONEWALL RD,15844500,1517
32733,1516  STONEWALL RD,15844000,3627
32734,1608  STONEWALL RD,15843500,2917
32735,1200  STONNELL PL,50202930,2678
32736,1201  STONNELL PL,50202940,2640
32737,1202  STONNELL PL,50202920,2640
32738,1203  STONNELL PL,50202950,2925
32739,1204  STONNELL PL,50202910,2640
32740,1205  STONNELL PL,50202960,2640
32741,1206  STONNELL PL,50202900,2934
32742,315  STOVALL ST,60030410,0
32743,200  STRAND ST,60031060,11798
32744,203  STRAND ST,12715500,6864
32745,205  STRAND ST,60040060,5460
32746,206  STRAND ST,60031080,0
32747,208  STRAND ST,60031090,0
32748,210  STRAND ST,12718500,0
32749,225  STRAND ST,12716010,5460
32750,225  STRAND ST,60039900,868
32751,225  STRAND ST,60039910,1347
32752,"225  STRAND ST, UNIT 201",60039720,2884
32753,"225  STRAND ST, UNIT 202",60039730,909
32754,"225  STRAND ST, UNIT 203",60039740,1537
32755,"225  STRAND ST, UNIT 204",60039750,1429
32756,"225  STRAND ST, UNIT 205",60039760,1501
32757,"225  STRAND ST, UNIT 301",60039770,2870
32758,"225  STRAND ST, UNIT 302",60039780,909
32759,"225  STRAND ST, UNIT 303",60039790,1764
32760,"225  STRAND ST, UNIT 304",60039800,2422
32761,"225  STRAND ST, UNIT 305",60039810,2677
32762,"225  STRAND ST, UNIT 401",60039820,2801
32763,"225  STRAND ST, UNIT 403",60039830,2624
32764,"225  STRAND ST, UNIT 404",60039840,2422
32765,"225  STRAND ST, UNIT 405",60039850,2677
32766,"225  STRAND ST, UNIT 501",60039860,2756
32767,"225  STRAND ST, UNIT 503",60039870,2574
32768,"225  STRAND ST, UNIT 504",60039880,2422
32769,"225  STRAND ST, UNIT 505",60039890,2677
32770,226  STRAND ST,60035000,0
32771,300  STRAND ST,60034990,0
32772,"300  STRAND ST, UNIT 100",60041070,0
32773,"300  STRAND ST, UNIT 303",60038830,2854
32774,"300  STRAND ST, UNIT 403",60038860,2790
32775,"300  STRAND ST, UNIT 503",60038890,2621
32776,308  STRAND ST,60035010,0
32777,"310  STRAND ST, UNIT 101",60038900,1545
32778,"310  STRAND ST, UNIT 102",60038910,2455
32779,"310  STRAND ST, UNIT 103",60038920,1490
32780,"310  STRAND ST, UNIT 201",60038930,1446
32781,"310  STRAND ST, UNIT 202",60038940,2137
32782,"310  STRAND ST, UNIT 203",60038950,2200
32783,"310  STRAND ST, UNIT 204",60038960,2415
32784,"310  STRAND ST, UNIT 205",60038970,2092
32785,"310  STRAND ST, UNIT 206",60038980,2321
32786,"310  STRAND ST, UNIT 207",60038990,1768
32787,"310  STRAND ST, UNIT 208",60039000,1450
32788,"310  STRAND ST, UNIT 301",60039010,1446
32789,"310  STRAND ST, UNIT 302",60039020,2137
32790,"310  STRAND ST, UNIT 303",60039030,2200
32791,"310  STRAND ST, UNIT 304",60039040,2417
32792,"310  STRAND ST, UNIT 305",60039050,2095
32793,"310  STRAND ST, UNIT 306",60039060,2320
32794,"310  STRAND ST, UNIT 307",60039070,1767
32795,"310  STRAND ST, UNIT 308",60039080,1450
32796,"310  STRAND ST, UNIT 401",60039090,1441
32797,"310  STRAND ST, UNIT 402",60039100,2065
32798,"310  STRAND ST, UNIT 403",60039110,2172
32799,"310  STRAND ST, UNIT 404",60039120,2374
32800,"310  STRAND ST, UNIT 405",60039130,2062
32801,"310  STRAND ST, UNIT 406",60039140,2280
32802,"310  STRAND ST, UNIT 407",60039150,1739
32803,"310  STRAND ST, UNIT 408",60039160,1450
32804,"310  STRAND ST, UNIT 502",60039170,3271
32805,"310  STRAND ST, UNIT 503",60039180,2051
32806,"310  STRAND ST, UNIT 504",60039190,2213
32807,"310  STRAND ST, UNIT 505",60039200,1929
32808,"310  STRAND ST, UNIT 506",60039210,2124
32809,"310  STRAND ST, UNIT 507",60039220,3134
32810,314  STRAND ST,60035050,0
32811,320  STRAND ST,60035060,0
32812,4600  STRATHBLANE PL,30752000,1367
32813,4601  STRATHBLANE PL,30744000,1175
32814,4604  STRATHBLANE PL,30760000,1524
32815,4611  STRATHBLANE PL,30736000,1354
32816,4612  STRATHBLANE PL,30768000,1354
32817,4619  STRATHBLANE PL,30728000,1521
32818,4620  STRATHBLANE PL,50454720,3171
32819,4625  STRATHBLANE PL,30720000,1385
32820,4630  STRATHBLANE PL,50454700,1962
32821,4631  STRATHBLANE PL,30712000,1175
32822,4638  STRATHBLANE PL,50454710,5780
32823,4639  STRATHBLANE PL,30704000,1348
32824,4645  STRATHBLANE PL,30696000,1348
32825,4646  STRATHBLANE PL,31424000,3138
32826,4651  STRATHBLANE PL,30680000,1488
32827,4657  STRATHBLANE PL,30672000,1535
32828,4665  STRATHBLANE PL,30664000,1175
32829,4671  STRATHBLANE PL,30656000,1876
32830,4672  STRATHBLANE PL,31376000,1175
32831,4678  STRATHBLANE PL,31368000,1494
32832,"4550  STRUTFIELD LA, UNIT 2101",50704110,727
32833,"4550  STRUTFIELD LA, UNIT 2102",50705390,879
32834,"4550  STRUTFIELD LA, UNIT 2103",50707110,1076
32835,"4550  STRUTFIELD LA, UNIT 2104",50704120,727
32836,"4550  STRUTFIELD LA, UNIT 2105",50705550,879
32837,"4550  STRUTFIELD LA, UNIT 2106",50704130,727
32838,"4550  STRUTFIELD LA, UNIT 2107",50704140,727
32839,"4550  STRUTFIELD LA, UNIT 2108",50704150,727
32840,"4550  STRUTFIELD LA, UNIT 2109",50707550,1162
32841,"4550  STRUTFIELD LA, UNIT 2110",50704160,727
32842,"4550  STRUTFIELD LA, UNIT 2111",50707860,1162
32843,"4550  STRUTFIELD LA, UNIT 2112",50704170,727
32844,"4550  STRUTFIELD LA, UNIT 2113",50707420,1060
32845,"4550  STRUTFIELD LA, UNIT 2114",50706470,963
32846,"4550  STRUTFIELD LA, UNIT 2115",50705560,879
32847,"4550  STRUTFIELD LA, UNIT 2116",50707120,1076
32848,"4550  STRUTFIELD LA, UNIT 2117",50705570,879
32849,"4550  STRUTFIELD LA, UNIT 2118",50704180,727
32850,"4550  STRUTFIELD LA, UNIT 2119",50704190,727
32851,"4550  STRUTFIELD LA, UNIT 2120",50704200,727
32852,"4550  STRUTFIELD LA, UNIT 2121",50707130,1076
32853,"4550  STRUTFIELD LA, UNIT 2122",50704210,727
32854,"4550  STRUTFIELD LA, UNIT 2123",50705350,819
32855,"4550  STRUTFIELD LA, UNIT 2124",50707030,1059
32856,"4550  STRUTFIELD LA, UNIT 2125",50705580,879
32857,"4550  STRUTFIELD LA, UNIT 2126",50704220,727
32858,"4550  STRUTFIELD LA, UNIT 2127",50706480,963
32859,"4550  STRUTFIELD LA, UNIT 2128",50705590,879
32860,"4550  STRUTFIELD LA, UNIT 2129",50705600,879
32861,"4550  STRUTFIELD LA, UNIT 2201",50704230,727
32862,"4550  STRUTFIELD LA, UNIT 2202",50705400,879
32863,"4550  STRUTFIELD LA, UNIT 2203",50707140,1076
32864,"4550  STRUTFIELD LA, UNIT 2204",50704240,727
32865,"4550  STRUTFIELD LA, UNIT 2205",50705610,879
32866,"4550  STRUTFIELD LA, UNIT 2206",50704250,727
32867,"4550  STRUTFIELD LA, UNIT 2207",50704260,727
32868,"4550  STRUTFIELD LA, UNIT 2208",50704270,727
32869,"4550  STRUTFIELD LA, UNIT 2209",50707560,1162
32870,"4550  STRUTFIELD LA, UNIT 2210",50704280,727
32871,"4550  STRUTFIELD LA, UNIT 2211",50707570,1162
32872,"4550  STRUTFIELD LA, UNIT 2212",50704290,727
32873,"4550  STRUTFIELD LA, UNIT 2213",50707150,1075
32874,"4550  STRUTFIELD LA, UNIT 2214",50706490,964
32875,"4550  STRUTFIELD LA, UNIT 2215",50705620,879
32876,"4550  STRUTFIELD LA, UNIT 2216",50707160,1076
32877,"4550  STRUTFIELD LA, UNIT 2217",50705630,879
32878,"4550  STRUTFIELD LA, UNIT 2218",50704300,727
32879,"4550  STRUTFIELD LA, UNIT 2219",50704310,727
32880,"4550  STRUTFIELD LA, UNIT 2220",50704320,727
32881,"4550  STRUTFIELD LA, UNIT 2221",50707170,1076
32882,"4550  STRUTFIELD LA, UNIT 2222",50704330,727
32883,"4550  STRUTFIELD LA, UNIT 2223",50705360,819
32884,"4550  STRUTFIELD LA, UNIT 2224",50707040,1059
32885,"4550  STRUTFIELD LA, UNIT 2225",50705640,879
32886,"4550  STRUTFIELD LA, UNIT 2226",50704340,727
32887,"4550  STRUTFIELD LA, UNIT 2227",50706500,963
32888,"4550  STRUTFIELD LA, UNIT 2228",50705650,879
32889,"4550  STRUTFIELD LA, UNIT 2229",50705660,879
32890,"4550  STRUTFIELD LA, UNIT 2301",50704350,727
32891,"4550  STRUTFIELD LA, UNIT 2302",50705410,879
32892,"4550  STRUTFIELD LA, UNIT 2303",50707180,1076
32893,"4550  STRUTFIELD LA, UNIT 2304",50704360,727
32894,"4550  STRUTFIELD LA, UNIT 2305",50705670,879
32895,"4550  STRUTFIELD LA, UNIT 2306",50704370,727
32896,"4550  STRUTFIELD LA, UNIT 2307",50704380,727
32897,"4550  STRUTFIELD LA, UNIT 2308",50704390,727
32898,"4550  STRUTFIELD LA, UNIT 2309",50707580,1162
32899,"4550  STRUTFIELD LA, UNIT 2310",50704400,727
32900,"4550  STRUTFIELD LA, UNIT 2311",50707590,1162
32901,"4550  STRUTFIELD LA, UNIT 2312",50704410,727
32902,"4550  STRUTFIELD LA, UNIT 2313",50707190,1076
32903,"4550  STRUTFIELD LA, UNIT 2314",50706510,963
32904,"4550  STRUTFIELD LA, UNIT 2315",50705680,879
32905,"4550  STRUTFIELD LA, UNIT 2316",50707200,1076
32906,"4550  STRUTFIELD LA, UNIT 2317",50705690,879
32907,"4550  STRUTFIELD LA, UNIT 2318",50704420,727
32908,"4550  STRUTFIELD LA, UNIT 2319",50704430,727
32909,"4550  STRUTFIELD LA, UNIT 2320",50704440,727
32910,"4550  STRUTFIELD LA, UNIT 2321",50707210,1076
32911,"4550  STRUTFIELD LA, UNIT 2322",50704450,727
32912,"4550  STRUTFIELD LA, UNIT 2323",50705370,819
32913,"4550  STRUTFIELD LA, UNIT 2324",50707050,1060
32914,"4550  STRUTFIELD LA, UNIT 2325",50705700,879
32915,"4550  STRUTFIELD LA, UNIT 2326",50704460,727
32916,"4550  STRUTFIELD LA, UNIT 2327",50706520,964
32917,"4550  STRUTFIELD LA, UNIT 2328",50705710,879
32918,"4550  STRUTFIELD LA, UNIT 2329",50705720,879
32919,"4550  STRUTFIELD LA, UNIT 2401",50704470,727
32920,"4550  STRUTFIELD LA, UNIT 2402",50705420,879
32921,"4550  STRUTFIELD LA, UNIT 2403",50707220,1076
32922,"4550  STRUTFIELD LA, UNIT 2404",50704480,727
32923,"4550  STRUTFIELD LA, UNIT 2405",50705730,879
32924,"4550  STRUTFIELD LA, UNIT 2406",50704490,727
32925,"4550  STRUTFIELD LA, UNIT 2407",50704500,727
32926,"4550  STRUTFIELD LA, UNIT 2408",50704510,727
32927,"4550  STRUTFIELD LA, UNIT 2409",50707600,1162
32928,"4550  STRUTFIELD LA, UNIT 2410",50704520,727
32929,"4550  STRUTFIELD LA, UNIT 2411",50707610,1162
32930,"4550  STRUTFIELD LA, UNIT 2412",50704530,727
32931,"4550  STRUTFIELD LA, UNIT 2413",50707230,1075
32932,"4550  STRUTFIELD LA, UNIT 2414",50706530,963
32933,"4550  STRUTFIELD LA, UNIT 2415",50705740,879
32934,"4550  STRUTFIELD LA, UNIT 2416",50707240,1076
32935,"4550  STRUTFIELD LA, UNIT 2417",50705750,879
32936,"4550  STRUTFIELD LA, UNIT 2418",50704540,727
32937,"4550  STRUTFIELD LA, UNIT 2419",50704550,727
32938,"4550  STRUTFIELD LA, UNIT 2420",50704560,727
32939,"4550  STRUTFIELD LA, UNIT 2421",50707250,1076
32940,"4550  STRUTFIELD LA, UNIT 2422",50704570,727
32941,"4550  STRUTFIELD LA, UNIT 2423",50705380,819
32942,"4550  STRUTFIELD LA, UNIT 2424",50707060,1059
32943,"4550  STRUTFIELD LA, UNIT 2425",50705760,879
32944,"4550  STRUTFIELD LA, UNIT 2426",50704580,727
